id,gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,raisedhands,VisITedResources,AnnouncementsView,Discussion,class
774,M,Jordan,lebanon,HighSchool,G-05,A,Chemistry,S,Father,Yes,Good,Under-7,25<x<50,0<x<24,0<x<24,1<x<25,1
775,M,lebanon,SaudiArabia,MiddleSchool,G-12,B,Spanish,S,Father,Yes,Good,Under-7,50<x<75,49<x<74,x>73,1<x<25,1
776,M,Tunis,venzuela,lowerlevel,G-05,B,Arabic,F,Father,Yes,Good,Under-7,25<x<50,x>74,24<x<49,x>74,0
777,F,Jordan,Palestine,MiddleSchool,G-11,C,Quran,F,Mum,No,Good,Under-7,50<x<75,x>74,x>73,x>74,1
778,M,Egypt,Morocco,lowerlevel,G-07,A,Quran,S,Father,Yes,Good,Under-7,50<x<75,49<x<74,24<x<49,25<x<50,1
779,M,Morocco,Morocco,lowerlevel,G-07,B,Geology,F,Father,No,Good,Under-7,x>75,0<x<24,x>73,1<x<25,1
780,M,lebanon,venzuela,HighSchool,G-08,B,French,S,Mum,Yes,Good,Under-7,0<x<25,x>74,0<x<24,x>74,0
781,F,Syria,venzuela,lowerlevel,G-12,B,IT,S,Mum,No,Good,Under-7,x>75,0<x<24,0<x<24,x>74,0
782,F,Jordan,Jordan,MiddleSchool,G-08,B,History,S,Father,No,Bad,Above-7,50<x<75,0<x<24,x>73,1<x<25,1
783,F,Morocco,Palestine,lowerlevel,G-04,A,Geology,F,Father,Yes,Good,Above-7,50<x<75,24<x<49,0<x<24,1<x<25,1
784,M,Iraq,Jordan,HighSchool,G-08,B,Geology,S,Father,No,Good,Under-7,0<x<25,0<x<24,24<x<49,1<x<25,1
785,F,Egypt,Morocco,lowerlevel,G-11,A,Science,F,Father,No,Bad,Under-7,0<x<25,0<x<24,49<x<73,x>74,1
786,F,Egypt,lebanon,HighSchool,G-08,B,French,S,Father,Yes,Good,Above-7,x>75,x>74,24<x<49,50<x<74,0
787,M,Iran,SaudiArabia,MiddleSchool,G-04,B,Chemistry,F,Father,No,Good,Above-7,x>75,24<x<49,24<x<49,25<x<50,1
788,M,Morocco,lebanon,lowerlevel,G-09,C,Biology,S,Father,Yes,Bad,Under-7,0<x<25,24<x<49,0<x<24,50<x<74,1
789,M,Tunis,SaudiArabia,lowerlevel,G-12,B,Quran,S,Father,No,Good,Under-7,25<x<50,49<x<74,24<x<49,x>74,1
790,F,venzuela,venzuela,MiddleSchool,G-06,A,Science,F,Father,Yes,Bad,Above-7,0<x<25,24<x<49,49<x<73,1<x<25,1
791,F,SaudiArabia,SaudiArabia,MiddleSchool,G-08,C,Arabic,S,Father,Yes,Bad,Under-7,50<x<75,0<x<24,49<x<73,x>74,1
792,M,Iran,Lybia,lowerlevel,G-09,C,Quran,S,Mum,No,Bad,Above-7,50<x<75,0<x<24,x>73,25<x<50,1
793,M,Tunis,USA,HighSchool,G-06,B,English,F,Mum,Yes,Bad,Under-7,x>75,24<x<49,0<x<24,x>74,0
794,F,Morocco,SaudiArabia,HighSchool,G-04,B,Science,F,Mum,Yes,Bad,Above-7,0<x<25,0<x<24,0<x<24,1<x<25,1
795,M,Iran,Palestine,HighSchool,G-05,A,Geology,S,Mum,No,Bad,Above-7,50<x<75,x>74,24<x<49,1<x<25,1
796,F,Tunis,Iran,HighSchool,G-09,C,Spanish,S,Father,No,Bad,Above-7,25<x<50,x>74,24<x<49,50<x<74,1
797,M,Lybia,Iraq,lowerlevel,G-02,A,English,F,Mum,No,Bad,Above-7,x>75,x>74,x>73,25<x<50,1
798,F,venzuela,USA,MiddleSchool,G-06,B,Arabic,S,Mum,Yes,Bad,Above-7,0<x<25,0<x<24,0<x<24,1<x<25,1
799,M,Palestine,Jordan,HighSchool,G-11,A,Arabic,S,Father,No,Bad,Under-7,25<x<50,0<x<24,0<x<24,50<x<74,1
800,F,KW,Syria,lowerlevel,G-08,C,English,S,Mum,Yes,Bad,Above-7,0<x<25,0<x<24,49<x<73,50<x<74,1
801,F,KW,Iraq,lowerlevel,G-05,C,Arabic,S,Father,No,Good,Above-7,50<x<75,x>74,24<x<49,x>74,1
802,F,venzuela,Lybia,HighSchool,G-05,B,French,S,Father,No,Bad,Above-7,x>75,0<x<24,0<x<24,x>74,1
803,F,Tunis,Egypt,lowerlevel,G-12,B,Spanish,F,Father,Yes,Bad,Under-7,x>75,x>74,49<x<73,1<x<25,1
804,M,Palestine,Syria,HighSchool,G-12,C,History,S,Mum,No,Bad,Under-7,25<x<50,49<x<74,49<x<73,50<x<74,1
805,M,Morocco,SaudiArabia,lowerlevel,G-09,B,Geology,S,Mum,No,Good,Above-7,x>75,24<x<49,0<x<24,25<x<50,1
806,M,Egypt,SaudiArabia,lowerlevel,G-06,B,Math,S,Mum,No,Bad,Under-7,x>75,x>74,49<x<73,50<x<74,0
807,M,Palestine,venzuela,lowerlevel,G-02,A,Geology,S,Father,Yes,Bad,Above-7,50<x<75,x>74,24<x<49,25<x<50,0
808,F,Jordan,Tunis,lowerlevel,G-10,B,Chemistry,F,Mum,No,Good,Under-7,25<x<50,x>74,0<x<24,x>74,0
809,M,Palestine,lebanon,MiddleSchool,G-09,B,History,S,Mum,No,Bad,Under-7,0<x<25,49<x<74,x<0,25<x<50,1
810,F,Egypt,Palestine,MiddleSchool,G-09,C,Science,F,Mum,Yes,Good,Above-7,25<x<50,x>74,49<x<73,50<x<74,1
811,M,venzuela,Morocco,lowerlevel,G-06,C,French,S,Mum,No,Good,Under-7,0<x<25,24<x<49,49<x<73,x>74,1
812,F,USA,Lybia,MiddleSchool,G-04,B,Chemistry,F,Father,Yes,Bad,Under-7,0<x<25,24<x<49,0<x<24,25<x<50,1
813,M,lebanon,KuwaIT,HighSchool,G-08,B,Geology,F,Father,Yes,Bad,Above-7,25<x<50,24<x<49,x>73,25<x<50,1
814,F,lebanon,USA,lowerlevel,G-07,C,Quran,S,Father,Yes,Bad,Under-7,x>75,0<x<24,49<x<73,x>74,0
815,M,Iran,Syria,lowerlevel,G-02,B,Quran,S,Mum,Yes,Bad,Above-7,x>75,x>74,49<x<73,x>74,0
816,M,USA,Egypt,HighSchool,G-07,C,English,F,Mum,Yes,Good,Above-7,50<x<75,24<x<49,24<x<49,50<x<74,1
817,M,SaudiArabia,Syria,HighSchool,G-04,C,French,F,Mum,Yes,Bad,Above-7,25<x<50,0<x<24,x>73,x>74,1
818,M,lebanon,USA,lowerlevel,G-10,B,Chemistry,F,Mum,Yes,Good,Above-7,x>75,0<x<24,x>73,x>74,0
819,M,Palestine,Palestine,MiddleSchool,G-04,B,Biology,F,Mum,No,Good,Above-7,50<x<75,0<x<24,x>73,x>74,1
820,F,Syria,Syria,lowerlevel,G-04,A,Chemistry,S,Mum,No,Good,Under-7,x>75,49<x<74,24<x<49,1<x<25,0
821,F,Syria,Iraq,lowerlevel,G-09,C,Math,F,Mum,No,Good,Above-7,50<x<75,x>74,49<x<73,50<x<74,1
822,F,Palestine,venzuela,lowerlevel,G-08,A,Arabic,S,Father,Yes,Good,Above-7,50<x<75,49<x<74,x>73,25<x<50,1
823,F,Iraq,USA,HighSchool,G-05,B,Biology,S,Father,No,Bad,Under-7,0<x<25,0<x<24,49<x<73,50<x<74,1
824,F,Morocco,venzuela,MiddleSchool,G-09,C,French,F,Mum,Yes,Good,Under-7,x>75,0<x<24,49<x<73,25<x<50,0
825,M,Palestine,USA,MiddleSchool,G-11,B,French,S,Mum,Yes,Bad,Above-7,0<x<25,49<x<74,0<x<24,25<x<50,1
826,F,Egypt,KuwaIT,lowerlevel,G-08,A,Arabic,F,Mum,No,Good,Under-7,0<x<25,0<x<24,24<x<49,50<x<74,1
827,F,lebanon,Iran,lowerlevel,G-02,C,Science,F,Mum,No,Bad,Under-7,50<x<75,49<x<74,0<x<24,25<x<50,1
828,F,Iran,SaudiArabia,MiddleSchool,G-04,A,Geology,F,Mum,No,Bad,Under-7,0<x<25,x>74,24<x<49,1<x<25,1
829,M,venzuela,lebanon,lowerlevel,G-09,C,Quran,S,Father,No,Bad,Under-7,50<x<75,0<x<24,x>73,x>74,1
830,M,Iran,Egypt,MiddleSchool,G-12,A,Biology,F,Mum,No,Good,Under-7,x>75,0<x<24,24<x<49,1<x<25,1
831,F,Jordan,Morocco,HighSchool,G-10,A,Arabic,F,Father,Yes,Good,Above-7,0<x<25,0<x<24,x<0,25<x<50,1
832,M,Palestine,Lybia,HighSchool,G-05,A,Geology,S,Mum,No,Good,Under-7,x>75,x>74,0<x<24,25<x<50,1
833,F,Jordan,lebanon,MiddleSchool,G-07,A,Arabic,S,Father,No,Bad,Under-7,x>75,0<x<24,49<x<73,25<x<50,1
834,M,Iraq,Tunis,HighSchool,G-09,C,History,S,Father,Yes,Good,Under-7,0<x<25,0<x<24,49<x<73,50<x<74,1
835,M,USA,Palestine,lowerlevel,G-06,B,Arabic,F,Father,Yes,Good,Under-7,0<x<25,0<x<24,24<x<49,25<x<50,1
836,M,Syria,lebanon,MiddleSchool,G-05,A,Arabic,F,Father,No,Bad,Above-7,0<x<25,x>74,x>73,25<x<50,1
837,M,Iraq,Morocco,MiddleSchool,G-10,C,Spanish,F,Father,Yes,Bad,Under-7,0<x<25,x>74,24<x<49,x>74,1
838,M,USA,Iraq,lowerlevel,G-04,C,IT,S,Mum,No,Good,Above-7,50<x<75,x>74,0<x<24,x>74,1
839,M,Morocco,venzuela,lowerlevel,G-10,A,Math,F,Father,No,Good,Under-7,0<x<25,49<x<74,x>73,50<x<74,1
840,M,Egypt,Tunis,HighSchool,G-11,B,French,S,Father,Yes,Good,Under-7,x>75,0<x<24,49<x<73,x>74,0
841,F,Lybia,KuwaIT,lowerlevel,G-07,B,History,F,Father,Yes,Good,Above-7,0<x<25,24<x<49,x<0,50<x<74,1
842,M,lebanon,Iraq,HighSchool,G-02,B,Science,S,Mum,Yes,Bad,Under-7,25<x<50,0<x<24,24<x<49,25<x<50,1
843,F,Syria,Palestine,lowerlevel,G-08,C,Quran,S,Mum,Yes,Good,Above-7,0<x<25,0<x<24,24<x<49,25<x<50,1
844,M,USA,Lybia,MiddleSchool,G-05,B,Biology,F,Mum,No,Bad,Under-7,50<x<75,0<x<24,0<x<24,x>74,1
845,M,SaudiArabia,Palestine,lowerlevel,G-10,A,English,F,Mum,Yes,Good,Above-7,x>75,x>74,0<x<24,1<x<25,1
846,F,Jordan,Jordan,MiddleSchool,G-06,B,Science,F,Father,No,Bad,Above-7,25<x<50,x>74,0<x<24,1<x<25,1
847,F,Syria,Egypt,HighSchool,G-09,C,History,F,Father,Yes,Bad,Above-7,0<x<25,24<x<49,24<x<49,x>74,1
848,M,Iran,Jordan,lowerlevel,G-05,B,Chemistry,F,Mum,Yes,Bad,Above-7,0<x<25,0<x<24,49<x<73,1<x<25,1
849,M,USA,KuwaIT,lowerlevel,G-11,C,History,S,Father,No,Bad,Under-7,25<x<50,x>74,0<x<24,50<x<74,1
850,M,Tunis,KuwaIT,lowerlevel,G-12,A,History,S,Father,Yes,Bad,Above-7,25<x<50,49<x<74,24<x<49,50<x<74,1
851,M,Iraq,Tunis,lowerlevel,G-04,B,Arabic,F,Father,Yes,Bad,Under-7,50<x<75,49<x<74,49<x<73,50<x<74,0
852,M,Egypt,Jordan,lowerlevel,G-04,A,Math,F,Father,No,Good,Under-7,x>75,49<x<74,x>73,1<x<25,0
853,M,lebanon,Morocco,HighSchool,G-11,C,Geology,F,Mum,Yes,Bad,Above-7,x>75,x>74,0<x<24,x>74,0
854,F,Iraq,SaudiArabia,lowerlevel,G-02,C,Biology,F,Mum,No,Bad,Above-7,25<x<50,49<x<74,24<x<49,x<1,1
855,F,Syria,lebanon,MiddleSchool,G-06,C,Chemistry,S,Mum,No,Good,Under-7,x>75,49<x<74,49<x<73,50<x<74,0
856,M,lebanon,USA,MiddleSchool,G-07,B,Arabic,S,Father,Yes,Bad,Above-7,25<x<50,x>74,0<x<24,1<x<25,1
857,M,KW,Iraq,HighSchool,G-06,A,Quran,S,Father,Yes,Good,Above-7,50<x<75,0<x<24,0<x<24,50<x<74,1
858,F,USA,Tunis,HighSchool,G-12,C,English,F,Mum,Yes,Bad,Above-7,25<x<50,x>74,24<x<49,50<x<74,0
859,M,Egypt,KuwaIT,HighSchool,G-11,A,History,F,Father,Yes,Bad,Above-7,0<x<25,49<x<74,0<x<24,1<x<25,1
860,F,Tunis,Jordan,HighSchool,G-02,B,IT,F,Mum,Yes,Good,Above-7,0<x<25,0<x<24,49<x<73,25<x<50,1
861,F,lebanon,SaudiArabia,lowerlevel,G-02,B,Quran,F,Mum,Yes,Good,Above-7,0<x<25,x>74,49<x<73,25<x<50,0
862,M,venzuela,Iraq,HighSchool,G-06,B,Math,S,Father,No,Bad,Under-7,50<x<75,x>74,24<x<49,50<x<74,1
863,F,Tunis,SaudiArabia,lowerlevel,G-07,A,Biology,F,Mum,No,Bad,Above-7,x>75,24<x<49,49<x<73,25<x<50,0
864,M,venzuela,USA,lowerlevel,G-04,B,Arabic,S,Father,No,Bad,Above-7,50<x<75,24<x<49,24<x<49,x>74,0
865,F,KW,Lybia,MiddleSchool,G-02,B,Biology,F,Father,Yes,Bad,Above-7,50<x<75,24<x<49,x>73,25<x<50,1
866,F,SaudiArabia,USA,HighSchool,G-04,A,Biology,F,Father,Yes,Bad,Above-7,25<x<50,x>74,49<x<73,25<x<50,0
867,F,lebanon,lebanon,MiddleSchool,G-05,C,Quran,F,Mum,Yes,Good,Above-7,50<x<75,24<x<49,24<x<49,1<x<25,0
868,F,Tunis,Iran,lowerlevel,G-10,C,Geology,F,Mum,Yes,Good,Above-7,x>75,24<x<49,49<x<73,1<x<25,1
869,F,USA,KuwaIT,lowerlevel,G-02,B,Arabic,S,Mum,No,Good,Under-7,x>75,24<x<49,24<x<49,x>74,1
870,M,Syria,venzuela,lowerlevel,G-06,A,Math,F,Father,No,Good,Under-7,0<x<25,x<0,24<x<49,x<1,1
871,M,USA,lebanon,HighSchool,G-02,C,Spanish,F,Mum,No,Good,Above-7,25<x<50,0<x<24,24<x<49,x>74,1
872,M,venzuela,KuwaIT,HighSchool,G-09,C,Quran,S,Father,Yes,Good,Under-7,50<x<75,49<x<74,24<x<49,50<x<74,1
873,M,Palestine,SaudiArabia,MiddleSchool,G-12,B,Spanish,F,Mum,Yes,Bad,Above-7,x>75,x<0,49<x<73,25<x<50,1
874,M,venzuela,Jordan,HighSchool,G-07,A,English,F,Father,No,Bad,Under-7,50<x<75,0<x<24,x<0,50<x<74,1
875,M,Tunis,Lybia,lowerlevel,G-06,C,History,S,Mum,Yes,Good,Under-7,0<x<25,0<x<24,24<x<49,x>74,1
876,M,USA,lebanon,HighSchool,G-05,C,French,S,Mum,Yes,Bad,Above-7,50<x<75,x>74,24<x<49,1<x<25,0
877,F,USA,Iran,MiddleSchool,G-05,C,Quran,F,Father,Yes,Bad,Above-7,50<x<75,0<x<24,24<x<49,50<x<74,1
878,F,USA,Iran,MiddleSchool,G-04,C,Science,S,Mum,No,Bad,Under-7,0<x<25,x>74,49<x<73,50<x<74,1
879,F,venzuela,USA,HighSchool,G-11,A,History,S,Mum,No,Good,Under-7,25<x<50,0<x<24,0<x<24,25<x<50,1
880,M,venzuela,Iran,HighSchool,G-05,A,Biology,F,Mum,Yes,Bad,Under-7,25<x<50,x>74,24<x<49,x>74,1
881,F,Egypt,Palestine,HighSchool,G-04,A,Science,F,Father,Yes,Good,Above-7,0<x<25,24<x<49,0<x<24,1<x<25,1
882,M,Iraq,lebanon,HighSchool,G-02,B,Science,S,Mum,No,Bad,Under-7,50<x<75,49<x<74,0<x<24,50<x<74,0
883,M,Lybia,Jordan,MiddleSchool,G-02,A,English,F,Mum,Yes,Bad,Above-7,0<x<25,49<x<74,x>73,1<x<25,1
884,M,KW,Iraq,lowerlevel,G-04,A,English,S,Mum,Yes,Bad,Under-7,0<x<25,49<x<74,49<x<73,1<x<25,1
885,M,Tunis,Egypt,MiddleSchool,G-08,A,Biology,F,Father,No,Good,Above-7,25<x<50,24<x<49,0<x<24,50<x<74,1
886,M,Lybia,SaudiArabia,lowerlevel,G-07,C,Spanish,S,Mum,No,Bad,Above-7,0<x<25,x>74,49<x<73,x>74,1
887,M,Palestine,Jordan,MiddleSchool,G-06,B,French,F,Father,No,Good,Above-7,50<x<75,x>74,24<x<49,1<x<25,1
888,F,Iraq,SaudiArabia,HighSchool,G-04,A,Science,F,Mum,Yes,Good,Above-7,50<x<75,x>74,x>73,x>74,0
889,M,Tunis,SaudiArabia,MiddleSchool,G-05,A,Quran,F,Mum,No,Good,Above-7,0<x<25,49<x<74,x>73,x>74,1
890,M,Tunis,Lybia,MiddleSchool,G-11,A,Geology,S,Father,No,Good,Above-7,25<x<50,0<x<24,x>73,1<x<25,1
891,F,USA,Morocco,lowerlevel,G-06,C,Math,F,Mum,No,Bad,Under-7,25<x<50,0<x<24,49<x<73,1<x<25,1
892,F,venzuela,venzuela,lowerlevel,G-09,A,Math,F,Mum,No,Bad,Above-7,0<x<25,x>74,24<x<49,1<x<25,1
893,F,Egypt,KuwaIT,HighSchool,G-07,C,Science,F,Mum,No,Bad,Under-7,50<x<75,24<x<49,x>73,25<x<50,1
894,F,Lybia,Morocco,HighSchool,G-11,C,Chemistry,S,Father,No,Good,Above-7,0<x<25,x>74,x>73,25<x<50,1
895,M,Palestine,lebanon,HighSchool,G-12,C,Quran,F,Mum,Yes,Good,Under-7,0<x<25,0<x<24,x>73,1<x<25,1
896,M,Iraq,Iraq,HighSchool,G-06,C,Quran,F,Mum,Yes,Good,Above-7,0<x<25,0<x<24,0<x<24,50<x<74,1
897,M,venzuela,lebanon,lowerlevel,G-12,B,Geology,S,Mum,No,Good,Above-7,0<x<25,24<x<49,24<x<49,1<x<25,1
898,M,Palestine,Morocco,MiddleSchool,G-11,A,English,F,Mum,No,Bad,Under-7,25<x<50,x>74,x<0,25<x<50,1
899,M,Lybia,Tunis,HighSchool,G-05,A,Geology,F,Mum,No,Bad,Above-7,50<x<75,x>74,49<x<73,50<x<74,1
900,M,Palestine,Iraq,MiddleSchool,G-07,A,Biology,S,Mum,Yes,Bad,Above-7,x>75,49<x<74,49<x<73,1<x<25,1
901,M,KW,Iran,MiddleSchool,G-07,B,French,F,Mum,Yes,Good,Under-7,x>75,49<x<74,0<x<24,25<x<50,0
902,M,Iran,Lybia,HighSchool,G-04,B,History,F,Father,Yes,Good,Above-7,25<x<50,49<x<74,49<x<73,1<x<25,1
903,F,venzuela,Palestine,lowerlevel,G-07,C,Spanish,F,Mum,No,Good,Above-7,25<x<50,49<x<74,49<x<73,50<x<74,1
904,F,venzuela,KuwaIT,MiddleSchool,G-09,C,IT,S,Father,No,Bad,Under-7,0<x<25,24<x<49,24<x<49,25<x<50,1
905,M,Lybia,lebanon,lowerlevel,G-06,C,Chemistry,S,Father,No,Bad,Under-7,x>75,x>74,0<x<24,25<x<50,1
906,M,lebanon,Lybia,HighSchool,G-06,C,Geology,S,Mum,No,Bad,Under-7,0<x<25,24<x<49,24<x<49,50<x<74,1
907,M,Egypt,Iraq,lowerlevel,G-09,B,IT,S,Father,No,Bad,Above-7,25<x<50,0<x<24,49<x<73,x>74,1
908,M,lebanon,Morocco,lowerlevel,G-08,B,Quran,F,Father,No,Good,Above-7,50<x<75,x>74,24<x<49,50<x<74,1
909,M,Iran,Egypt,lowerlevel,G-04,A,Chemistry,S,Father,Yes,Bad,Above-7,x>75,49<x<74,0<x<24,50<x<74,1
910,F,KW,KuwaIT,lowerlevel,G-09,A,History,F,Father,Yes,Good,Under-7,x>75,x>74,0<x<24,x>74,1
911,M,Palestine,USA,lowerlevel,G-12,A,Biology,S,Mum,No,Good,Above-7,50<x<75,49<x<74,24<x<49,50<x<74,1
912,F,Syria,Iran,MiddleSchool,G-04,C,French,S,Mum,Yes,Good,Above-7,0<x<25,0<x<24,0<x<24,x>74,1
913,M,Jordan,Tunis,lowerlevel,G-10,C,History,S,Mum,Yes,Bad,Above-7,50<x<75,24<x<49,0<x<24,1<x<25,1
914,M,Morocco,Syria,MiddleSchool,G-09,B,Math,S,Father,Yes,Bad,Under-7,50<x<75,49<x<74,24<x<49,50<x<74,1
915,F,Tunis,Palestine,MiddleSchool,G-12,A,Quran,S,Father,Yes,Good,Under-7,0<x<25,49<x<74,x>73,x>74,1
916,F,Lybia,Egypt,lowerlevel,G-07,A,French,S,Mum,Yes,Good,Above-7,x>75,0<x<24,0<x<24,x>74,0
917,F,Iran,Palestine,lowerlevel,G-06,A,Chemistry,S,Father,Yes,Good,Under-7,50<x<75,24<x<49,49<x<73,25<x<50,0
918,F,lebanon,lebanon,HighSchool,G-12,C,English,S,Mum,Yes,Bad,Under-7,x>75,x>74,0<x<24,25<x<50,0
919,F,Jordan,Iran,MiddleSchool,G-08,C,Arabic,F,Father,Yes,Bad,Above-7,25<x<50,0<x<24,x>73,25<x<50,1
920,F,Morocco,Lybia,MiddleSchool,G-10,A,IT,S,Father,No,Bad,Above-7,0<x<25,0<x<24,0<x<24,50<x<74,1
921,M,Syria,Morocco,HighSchool,G-09,C,Quran,S,Mum,Yes,Good,Above-7,50<x<75,0<x<24,49<x<73,1<x<25,1
922,M,venzuela,USA,MiddleSchool,G-06,C,Biology,S,Father,Yes,Good,Above-7,25<x<50,24<x<49,0<x<24,x>74,0
923,M,Jordan,Syria,HighSchool,G-02,B,History,S,Father,No,Bad,Under-7,50<x<75,24<x<49,x>73,x>74,1
924,F,SaudiArabia,Syria,lowerlevel,G-05,B,Science,F,Father,No,Bad,Under-7,25<x<50,0<x<24,0<x<24,x<1,1
925,M,Palestine,Lybia,HighSchool,G-10,B,Geology,F,Father,Yes,Bad,Under-7,x>75,x>74,49<x<73,1<x<25,1
926,F,Iran,Lybia,MiddleSchool,G-11,C,Arabic,F,Mum,No,Good,Above-7,50<x<75,0<x<24,0<x<24,1<x<25,1
927,M,Morocco,Jordan,lowerlevel,G-06,C,English,S,Mum,Yes,Good,Above-7,50<x<75,24<x<49,49<x<73,1<x<25,1
928,F,Palestine,SaudiArabia,MiddleSchool,G-07,A,Science,F,Father,No,Bad,Under-7,50<x<75,x>74,0<x<24,50<x<74,1
929,F,USA,USA,HighSchool,G-05,A,Spanish,F,Mum,No,Bad,Above-7,x>75,0<x<24,x>73,50<x<74,0
930,M,lebanon,Palestine,HighSchool,G-07,A,History,S,Father,Yes,Bad,Under-7,50<x<75,0<x<24,0<x<24,1<x<25,1
931,M,Egypt,Egypt,HighSchool,G-11,C,IT,S,Father,No,Bad,Under-7,50<x<75,0<x<24,0<x<24,1<x<25,1
932,M,Jordan,Jordan,lowerlevel,G-10,A,History,F,Mum,No,Good,Above-7,50<x<75,24<x<49,x>73,50<x<74,1
933,F,Iran,venzuela,HighSchool,G-04,A,Science,F,Father,No,Good,Under-7,x>75,x>74,x>73,25<x<50,0
934,F,SaudiArabia,Lybia,HighSchool,G-08,B,French,S,Mum,Yes,Bad,Above-7,0<x<25,x>74,x>73,1<x<25,1
935,F,Morocco,Jordan,lowerlevel,G-02,B,Spanish,F,Mum,Yes,Bad,Under-7,25<x<50,0<x<24,24<x<49,50<x<74,1
936,M,SaudiArabia,Egypt,MiddleSchool,G-08,A,Science,F,Father,Yes,Bad,Under-7,25<x<50,24<x<49,49<x<73,1<x<25,1
937,M,USA,Jordan,HighSchool,G-06,B,Math,F,Mum,No,Bad,Above-7,x>75,x>74,24<x<49,1<x<25,1
938,F,Tunis,USA,lowerlevel,G-07,C,Biology,F,Mum,Yes,Bad,Under-7,0<x<25,49<x<74,49<x<73,50<x<74,0
939,M,Lybia,Morocco,lowerlevel,G-08,B,IT,F,Mum,Yes,Bad,Under-7,0<x<25,0<x<24,x>73,x>74,1
940,M,Iraq,USA,MiddleSchool,G-04,A,Biology,F,Father,No,Good,Above-7,0<x<25,24<x<49,x>73,1<x<25,1
941,F,lebanon,Syria,HighSchool,G-07,C,Geology,F,Mum,No,Good,Above-7,25<x<50,x>74,0<x<24,25<x<50,0
942,F,Iran,Morocco,MiddleSchool,G-02,B,Science,S,Father,No,Good,Under-7,x>75,x>74,24<x<49,1<x<25,1
943,M,Lybia,Jordan,HighSchool,G-07,C,Chemistry,S,Father,No,Bad,Above-7,25<x<50,24<x<49,0<x<24,x>74,1
944,M,SaudiArabia,Tunis,MiddleSchool,G-10,A,Biology,F,Mum,No,Bad,Above-7,25<x<50,0<x<24,24<x<49,50<x<74,1
945,F,Palestine,Jordan,HighSchool,G-08,C,IT,F,Father,No,Bad,Under-7,0<x<25,49<x<74,0<x<24,25<x<50,1
946,M,USA,Tunis,HighSchool,G-02,A,Biology,S,Mum,No,Good,Under-7,0<x<25,24<x<49,x>73,x>74,0
947,M,Syria,SaudiArabia,MiddleSchool,G-11,C,Biology,F,Mum,Yes,Good,Under-7,0<x<25,24<x<49,0<x<24,50<x<74,1
948,F,Lybia,Lybia,lowerlevel,G-09,C,IT,S,Father,Yes,Good,Under-7,0<x<25,x>74,49<x<73,25<x<50,1
949,F,SaudiArabia,Lybia,lowerlevel,G-04,A,Chemistry,F,Mum,No,Good,Above-7,50<x<75,49<x<74,0<x<24,25<x<50,1
950,F,Jordan,USA,lowerlevel,G-12,A,Geology,S,Father,Yes,Good,Above-7,25<x<50,0<x<24,0<x<24,25<x<50,1
951,F,Syria,USA,MiddleSchool,G-11,B,Biology,F,Father,Yes,Bad,Above-7,50<x<75,24<x<49,49<x<73,1<x<25,0
952,M,Syria,Jordan,HighSchool,G-02,C,History,S,Father,Yes,Bad,Under-7,x>75,x>74,x>73,25<x<50,1
953,F,Jordan,Iraq,MiddleSchool,G-07,C,English,S,Father,Yes,Bad,Above-7,x>75,0<x<24,0<x<24,50<x<74,1
954,M,Morocco,Syria,lowerlevel,G-09,B,History,S,Mum,No,Bad,Under-7,0<x<25,x>74,24<x<49,50<x<74,1
955,F,Iraq,lebanon,lowerlevel,G-10,C,French,S,Mum,No,Good,Above-7,x>75,0<x<24,49<x<73,25<x<50,1
956,M,Syria,Iran,lowerlevel,G-11,C,Biology,F,Mum,No,Bad,Under-7,50<x<75,0<x<24,24<x<49,x<1,1
957,M,Palestine,lebanon,HighSchool,G-04,A,Quran,S,Mum,Yes,Good,Above-7,25<x<50,x>74,0<x<24,25<x<50,1
958,F,Tunis,Lybia,lowerlevel,G-06,C,IT,S,Father,Yes,Good,Above-7,0<x<25,0<x<24,0<x<24,25<x<50,1
959,F,Morocco,Egypt,MiddleSchool,G-10,C,History,S,Mum,Yes,Bad,Under-7,x>75,x>74,49<x<73,x>74,0
960,F,Lybia,KuwaIT,lowerlevel,G-02,B,Geology,S,Father,No,Good,Under-7,50<x<75,x>74,24<x<49,25<x<50,1
961,M,Palestine,venzuela,MiddleSchool,G-10,C,Math,F,Mum,Yes,Good,Under-7,0<x<25,24<x<49,x>73,25<x<50,1
962,F,Iran,Tunis,lowerlevel,G-09,B,Quran,S,Father,No,Bad,Under-7,25<x<50,x>74,x>73,50<x<74,1
963,F,venzuela,Lybia,lowerlevel,G-11,C,Chemistry,F,Mum,Yes,Bad,Under-7,0<x<25,49<x<74,49<x<73,1<x<25,1
964,M,Morocco,Lybia,MiddleSchool,G-02,A,Math,F,Father,Yes,Bad,Under-7,x>75,x>74,49<x<73,1<x<25,1
965,M,Iran,venzuela,HighSchool,G-05,A,Biology,S,Father,Yes,Good,Above-7,0<x<25,x>74,0<x<24,x>74,1
966,M,Lybia,Iran,MiddleSchool,G-10,A,Geology,S,Father,No,Good,Under-7,x>75,x>74,49<x<73,50<x<74,1
967,M,Syria,Lybia,lowerlevel,G-12,C,Chemistry,F,Father,No,Bad,Under-7,50<x<75,49<x<74,x>73,25<x<50,1
